Latitude (decimal degrees):	51.503
Longitude (decimal degrees):	10.781
Elevation (m):	188
Radiation database:	PVGIS-SARAH3


Slope: 36 deg. (optimum)
Azimuth: -1 deg. (optimum)
time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20230117:1210,147.19,160.0,3.68,17.09,2.28,3.93,0.0
20230117:1310,2.89,69.18,1.47,14.21,2.45,3.38,0.0
20230117:1410,81.99,80.81,1.73,9.29,2.39,2.9,0.0
20230117:1510,0.0,7.23,0.15,2.72,1.78,1.93,0.0
20230117:1610,0.0,0.0,0.0,0.0,0.68,1.31,0.0
20230117:1710,0.0,0.0,0.0,0.0,0.53,0.48,0.0
20230117:1810,0.0,0.0,0.0,0.0,-0.02,0.21,0.0
20230117:1910,0.0,0.0,0.0,0.0,-0.41,0.69,0.0
20230117:2010,0.0,0.0,0.0,0.0,-1.11,0.55,0.0
20230117:2110,0.0,0.0,0.0,0.0,-1.39,0.21,0.0
20230117:2210,0.0,0.0,0.0,0.0,-1.48,0.55,0.0
20230117:2310,0.0,0.0,0.0,0.0,-2.04,0.97,0.0
20230118:0010,0.0,0.0,0.0,0.0,-2.67,1.1,0.0
20230118:0110,0.0,0.0,0.0,0.0,-3.0,1.24,0.0
20230118:0210,0.0,0.0,0.0,0.0,-2.92,1.24,0.0
20230118:0310,0.0,0.0,0.0,0.0,-2.92,1.31,0.0
20230118:0410,0.0,0.0,0.0,0.0,-3.01,1.45,0.0
20230118:0510,0.0,0.0,0.0,0.0,-3.07,1.45,0.0
20230118:0610,0.0,0.0,0.0,0.0,-3.12,1.52,0.0
20230118:0710,0.0,0.0,0.0,0.0,-3.2,1.52,0.0
20230118:0810,18.86,39.34,0.82,6.18,-2.9,1.59,0.0
20230118:0910,25.36,82.45,1.77,12.03,-1.33,1.45,0.0
20230118:1010,13.8,102.29,2.19,16.04,0.18,1.45,0.0
20230118:1110,186.74,175.77,4.12,17.86,1.07,1.66,0.0
20230118:1210,578.27,129.11,5.47,17.3,1.63,1.79,0.0
20230118:1310,459.48,122.31,4.33,14.42,1.85,1.79,0.0
20230118:1410,332.62,88.69,2.65,9.5,1.5,1.66,0.0
20230118:1510,0.0,10.85,0.23,2.93,0.36,1.79,0.0
20230118:1610,0.0,0.0,0.0,0.0,-1.07,1.79,0.0
20230118:1710,0.0,0.0,0.0,0.0,-2.43,1.72,0.0
20230118:1810,0.0,0.0,0.0,0.0,-3.42,1.79,0.0
20230118:1910,0.0,0.0,0.0,0.0,-4.17,1.79,0.0
20230118:2010,0.0,0.0,0.0,0.0,-4.55,1.93,0.0
20230118:2110,0.0,0.0,0.0,0.0,-4.75,2.14,0.0
20230118:2210,0.0,0.0,0.0,0.0,-4.62,2.48,0.0
20230118:2310,0.0,0.0,0.0,0.0,-4.15,2.83,0.0
20230119:0010,0.0,0.0,0.0,0.0,-3.58,2.97,0.0
20230119:0110,0.0,0.0,0.0,0.0,-3.31,3.03,0.0
20230119:0210,0.0,0.0,0.0,0.0,-3.05,3.17,0.0
20230119:0310,0.0,0.0,0.0,0.0,-2.79,3.38,0.0
20230119:0410,0.0,0.0,0.0,0.0,-2.6,3.59,0.0
20230119:0510,0.0,0.0,0.0,0.0,-2.42,3.66,0.0
20230119:0610,0.0,0.0,0.0,0.0,-2.23,3.79,0.0
20230119:0710,0.0,0.0,0.0,0.0,-1.42,4.07,0.0
20230119:0810,129.15,65.57,1.31,6.33,-1.1,4.21,0.0
20230119:0910,363.51,116.67,3.43,12.2,-0.67,5.31,0.0
20230119:1010,57.46,129.28,2.84,16.23,-0.19,5.31,0.0
20230119:1110,0.0,84.08,1.77,18.06,0.24,5.03,0.0
20230119:1210,0.0,74.14,1.56,17.52,0.33,4.76,0.0
20230119:1310,0.0,52.44,1.11,14.64,0.09,4.07,0.0
20230119:1410,0.0,23.51,0.5,9.72,-0.15,3.17,0.0
20230119:1510,0.0,2.71,0.06,3.15,-0.49,3.03,0.0
20230119:1610,0.0,0.0,0.0,0.0,-1.0,2.28,0.0
20230119:1710,0.0,0.0,0.0,0.0,-1.21,2.14,0.0
20230119:1810,0.0,0.0,0.0,0.0,-1.45,2.14,0.0
20230119:1910,0.0,0.0,0.0,0.0,-0.86,2.69,0.0
20230119:2010,0.0,0.0,0.0,0.0,-0.69,2.62,0.0
20230119:2110,0.0,0.0,0.0,0.0,-0.64,2.48,0.0
20230119:2210,0.0,0.0,0.0,0.0,-0.61,2.41,0.0
20230119:2310,0.0,0.0,0.0,0.0,-0.87,2.07,0.0
20230120:0010,0.0,0.0,0.0,0.0,-0.98,1.93,0.0
20230120:0110,0.0,0.0,0.0,0.0,-0.76,2.0,0.0
20230120:0210,0.0,0.0,0.0,0.0,-0.88,2.14,0.0
20230120:0310,0.0,0.0,0.0,0.0,-1.06,2.21,0.0
20230120:0410,0.0,0.0,0.0,0.0,-1.59,2.14,0.0
20230120:0510,0.0,0.0,0.0,0.0,-1.97,2.07,0.0
20230120:0610,0.0,0.0,0.0,0.0,-2.63,1.93,0.0
20230120:0710,0.0,0.0,0.0,0.0,-2.6,1.66,0.0
20230120:0810,4.51,28.76,0.61,6.48,-2.9,1.38,0.0
20230120:0910,176.5,123.83,2.84,12.37,-1.26,1.52,0.0
20230120:1010,341.56,164.07,4.46,16.42,0.01,1.86,0.0
20230120:1110,499.07,159.12,5.47,18.27,0.74,1.45,0.0
20230120:1210,586.15,127.9,5.6,17.74,1.37,1.31,0.0
20230120:1310,460.44,123.75,4.44,14.87,1.63,1.17,0.0
20230120:1410,371.53,85.13,2.88,9.95,1.56,1.03,0.0
20230120:1510,0.0,9.04,0.19,3.37,1.2,0.69,0.0
20230120:1610,0.0,0.0,0.0,0.0,0.68,0.21,0.0
20230120:1710,0.0,0.0,0.0,0.0,0.37,0.21,0.0
20230120:1810,0.0,0.0,0.0,0.0,-0.13,0.41,0.0
20230120:1910,0.0,0.0,0.0,0.0,-1.4,0.76,0.0
20230120:2010,0.0,0.0,0.0,0.0,-2.49,0.9,0.0
20230120:2110,0.0,0.0,0.0,0.0,-3.43,1.1,0.0
20230120:2210,0.0,0.0,0.0,0.0,-4.22,1.24,0.0
20230120:2310,0.0,0.0,0.0,0.0,-4.38,1.31,0.0
20230121:0010,0.0,0.0,0.0,0.0,-4.19,1.38,0.0
20230121:0110,0.0,0.0,0.0,0.0,-3.74,1.72,0.0
20230121:0210,0.0,0.0,0.0,0.0,-3.25,2.0,0.0
20230121:0310,0.0,0.0,0.0,0.0,-2.73,2.14,0.0
20230121:0410,0.0,0.0,0.0,0.0,-2.71,2.28,0.0
20230121:0510,0.0,0.0,0.0,0.0,-2.56,2.62,0.0
20230121:0610,0.0,0.0,0.0,0.0,-2.55,3.1,0.0
20230121:0710,0.0,0.0,0.0,0.0,-2.77,3.38,0.0
20230121:0810,0.0,24.41,0.51,6.64,-2.58,3.38,0.0
20230121:0910,12.24,75.68,1.62,12.55,-2.07,3.79,0.0
20230121:1010,0.0,79.56,1.68,16.62,-1.56,3.93,0.0
20230121:1110,5.13,105.82,2.25,18.49,-1.01,3.93,0.0
20230121:1210,41.3,134.08,2.93,17.96,-0.69,3.86,0.0
20230121:1310,397.29,137.97,4.31,15.1,-0.32,4.41,0.0
20230121:1410,9.95,57.97,1.24,10.18,-0.03,4.76,0.0
20230121:1510,0.0,6.33,0.13,3.59,-0.18,4.28,0.0
20230121:1610,0.0,0.0,0.0,0.0,-0.31,4.55,0.0
20230121:1710,0.0,0.0,0.0,0.0,-0.23,4.97,0.0
20230121:1810,0.0,0.0,0.0,0.0,-0.23,5.24,0.0
20230121:1910,0.0,0.0,0.0,0.0,-0.42,5.38,0.0
20230121:2010,0.0,0.0,0.0,0.0,-0.55,5.45,0.0
20230121:2110,0.0,0.0,0.0,0.0,-0.61,5.31,0.0
20230121:2210,0.0,0.0,0.0,0.0,-0.62,5.17,0.0
20230121:2310,0.0,0.0,0.0,0.0,-0.55,4.83,0.0
20230122:0010,0.0,0.0,0.0,0.0,-0.44,4.34,0.0
20230122:0110,0.0,0.0,0.0,0.0,-0.29,4.0,0.0
20230122:0210,0.0,0.0,0.0,0.0,-0.23,3.79,0.0
20230122:0310,0.0,0.0,0.0,0.0,-0.21,3.45,0.0
20230122:0410,0.0,0.0,0.0,0.0,-0.25,3.1,0.0
20230122:0510,0.0,0.0,0.0,0.0,-0.39,2.9,0.0
20230122:0610,0.0,0.0,0.0,0.0,-0.39,2.76,0.0
20230122:0710,0.0,0.0,0.0,0.0,-0.66,2.62,0.0
20230122:0810,0.0,7.23,0.15,6.81,-0.65,2.41,0.0
20230122:0910,0.0,15.37,0.32,12.74,-0.48,2.69,0.0
20230122:1010,0.0,47.02,0.99,16.83,-0.07,2.83,0.0
20230122:1110,0.0,47.92,1.01,18.71,0.15,2.83,0.0
20230122:1210,0.0,46.11,0.97,18.19,0.37,2.62,0.0
20230122:1310,0.0,40.69,0.86,15.34,0.39,2.34,0.0
20230122:1410,0.0,28.03,0.59,10.41,0.42,2.34,0.0
20230122:1510,0.0,6.33,0.13,3.82,0.23,2.07,0.0
20230122:1610,0.0,0.0,0.0,0.0,-0.02,2.0,0.0
20230122:1710,0.0,0.0,0.0,0.0,-0.15,2.0,0.0
20230122:1810,0.0,0.0,0.0,0.0,-0.11,2.07,0.0
20230122:1910,0.0,0.0,0.0,0.0,-0.45,1.93,0.0
20230122:2010,0.0,0.0,0.0,0.0,-0.48,1.86,0.0
20230122:2110,0.0,0.0,0.0,0.0,-0.57,1.79,0.0
20230122:2210,0.0,0.0,0.0,0.0,-0.57,1.86,0.0
20230122:2310,0.0,0.0,0.0,0.0,-0.51,1.93,0.0
20230123:0010,0.0,0.0,0.0,0.0,-0.53,1.93,0.0
20230123:0110,0.0,0.0,0.0,0.0,-0.95,1.93,0.0
20230123:0210,0.0,0.0,0.0,0.0,-1.06,1.93,0.0
20230123:0310,0.0,0.0,0.0,0.0,-1.11,1.79,0.0
20230123:0410,0.0,0.0,0.0,0.0,-1.02,1.66,0.0
20230123:0510,0.0,0.0,0.0,0.0,-1.03,1.66,0.0
20230123:0610,0.0,0.0,0.0,0.0,-0.99,1.86,0.0
20230123:0710,0.0,0.0,0.0,0.0,-0.94,1.93,0.0
20230123:0810,0.0,30.74,0.65,6.98,-0.85,2.28,0.0
20230123:0910,0.0,49.73,1.05,12.93,-0.62,2.62,0.0
20230123:1010,0.0,49.73,1.05,17.04,-0.38,2.69,0.0
20230123:1110,0.0,58.77,1.24,18.94,-0.25,2.28,0.0
20230123:1210,0.0,57.86,1.22,18.43,0.09,2.21,0.0
20230123:1310,0.0,46.11,0.97,15.58,0.28,2.41,0.0
20230123:1410,0.0,39.78,0.84,10.65,0.36,2.48,0.0
20230123:1510,0.0,6.33,0.13,4.05,0.2,2.41,0.0
20230123:1610,0.0,0.0,0.0,0.0,0.04,2.28,0.0
20230123:1710,0.0,0.0,0.0,0.0,0.03,2.48,0.0
20230123:1810,0.0,0.0,0.0,0.0,-0.13,2.62,0.0
20230123:1910,0.0,0.0,0.0,0.0,-0.3,2.97,0.0
20230123:2010,0.0,0.0,0.0,0.0,-0.45,2.97,0.0
20230123:2110,0.0,0.0,0.0,0.0,-0.49,2.83,0.0
20230123:2210,0.0,0.0,0.0,0.0,-0.46,2.69,0.0
20230123:2310,0.0,0.0,0.0,0.0,-0.51,2.62,0.0
20230124:0010,0.0,0.0,0.0,0.0,-0.71,2.55,0.0
20230124:0110,0.0,0.0,0.0,0.0,-0.76,2.48,0.0
20230124:0210,0.0,0.0,0.0,0.0,-0.99,2.28,0.0
20230124:0310,0.0,0.0,0.0,0.0,-1.03,2.07,0.0
20230124:0410,0.0,0.0,0.0,0.0,-1.49,2.0,0.0
20230124:0510,0.0,0.0,0.0,0.0,-1.49,2.07,0.0
20230124:0610,0.0,0.0,0.0,0.0,-1.41,2.21,0.0
20230124:0710,0.0,0.0,0.0,0.0,-1.88,2.21,0.0
20230124:0810,0.0,30.74,0.65,7.16,-1.52,2.21,0.0
20230124:0910,0.0,52.44,1.11,13.13,-1.17,2.14,0.0
20230124:1010,0.0,48.82,1.03,17.26,-0.76,2.28,0.0
20230124:1110,0.0,48.82,1.03,19.17,-0.27,2.41,0.0
20230124:1210,0.0,47.92,1.01,18.68,0.18,2.62,0.0
20230124:1310,0.0,41.59,0.88,15.82,0.35,2.55,0.0
20230124:1410,0.0,38.88,0.82,10.89,0.38,2.62,0.0
20230124:1510,0.0,5.42,0.11,4.29,0.19,2.14,0.0
20230124:1610,0.0,0.0,0.0,0.0,-0.18,1.86,0.0
20230124:1710,0.0,0.0,0.0,0.0,-0.88,1.72,0.0
20230124:1810,0.0,0.0,0.0,0.0,-0.94,1.59,0.0
20230124:1910,0.0,0.0,0.0,0.0,-1.94,1.52,0.0
20230124:2010,0.0,0.0,0.0,0.0,-1.93,1.45,0.0
20230124:2110,0.0,0.0,0.0,0.0,-1.91,1.38,0.0
20230124:2210,0.0,0.0,0.0,0.0,-1.85,1.31,0.0
20230124:2310,0.0,0.0,0.0,0.0,-1.92,1.31,0.0
20230125:0010,0.0,0.0,0.0,0.0,-1.74,1.17,0.0
20230125:0110,0.0,0.0,0.0,0.0,-1.94,1.1,0.0
20230125:0210,0.0,0.0,0.0,0.0,-2.02,1.1,0.0
20230125:0310,0.0,0.0,0.0,0.0,-2.36,1.17,0.0
20230125:0410,0.0,0.0,0.0,0.0,-2.45,1.17,0.0
20230125:0510,0.0,0.0,0.0,0.0,-2.87,1.31,0.0
20230125:0610,0.0,0.0,0.0,0.0,-2.71,1.24,0.0
20230125:0710,0.0,0.0,0.0,0.0,-2.81,0.48,0.0
20230125:0810,0.0,30.74,0.65,7.35,-3.17,0.69,0.0
20230125:0910,0.0,53.34,1.12,13.34,-2.44,0.69,0.0
20230125:1010,0.0,52.44,1.11,17.48,-1.82,0.9,0.0
20230125:1110,0.0,41.59,0.88,19.41,-1.38,1.03,0.0
20230125:1210,0.0,49.73,1.05,18.93,-0.89,1.03,0.0
20230125:1310,0.0,49.73,1.05,16.07,-0.77,0.9,0.0
20230125:1410,0.0,21.7,0.46,11.14,-0.66,0.76,0.0
20230125:1510,0.0,4.52,0.1,4.53,-0.87,0.69,0.0
20230125:1610,0.0,0.0,0.0,0.0,-1.13,0.55,0.0
20230125:1710,0.0,0.0,0.0,0.0,-1.46,0.55,0.0
20230125:1810,0.0,0.0,0.0,0.0,-1.97,0.9,0.0
20230125:1910,0.0,0.0,0.0,0.0,-2.34,1.03,0.0
20230125:2010,0.0,0.0,0.0,0.0,-2.53,1.24,0.0
20230125:2110,0.0,0.0,0.0,0.0,-2.72,1.52,0.0
20230125:2210,0.0,0.0,0.0,0.0,-2.65,1.52,0.0
20230125:2310,0.0,0.0,0.0,0.0,-3.07,1.17,0.0
20230126:0010,0.0,0.0,0.0,0.0,-3.39,1.03,0.0
20230126:0110,0.0,0.0,0.0,0.0,-3.55,1.03,0.0
20230126:0210,0.0,0.0,0.0,0.0,-3.54,0.97,0.0
20230126:0310,0.0,0.0,0.0,0.0,-4.06,1.17,0.0
20230126:0410,0.0,0.0,0.0,0.0,-4.14,1.24,0.0
20230126:0510,0.0,0.0,0.0,0.0,-4.09,1.31,0.0
20230126:0610,0.0,0.0,0.0,0.0,-4.2,1.31,0.0
20230126:0710,0.0,0.0,0.0,0.0,-4.35,1.17,0.0
20230126:0810,70.76,65.55,1.37,7.54,-4.26,1.17,0.0
20230126:0910,2.87,71.02,1.51,13.55,-3.62,1.45,0.0
20230126:1010,7.67,101.76,2.17,17.72,-2.69,1.59,0.0
20230126:1110,269.55,194.57,4.95,19.66,-1.95,1.45,0.0
20230126:1210,110.78,170.22,3.89,19.18,-1.41,1.52,0.0
20230126:1310,0.0,46.11,0.97,16.33,-1.01,1.59,0.0
20230126:1410,0.0,33.45,0.71,11.39,-1.03,1.38,0.0
20230126:1510,10.12,25.71,0.55,4.77,-1.16,1.24,0.0
20230126:1610,0.0,0.0,0.0,0.0,-1.48,0.97,0.0
20230126:1710,0.0,0.0,0.0,0.0,-1.8,0.9,0.0
20230126:1810,0.0,0.0,0.0,0.0,-2.05,0.97,0.0
20230126:1910,0.0,0.0,0.0,0.0,-2.33,0.97,0.0
20230126:2010,0.0,0.0,0.0,0.0,-2.38,0.9,0.0
20230126:2110,0.0,0.0,0.0,0.0,-2.32,0.83,0.0
20230126:2210,0.0,0.0,0.0,0.0,-2.49,0.9,0.0
20230126:2310,0.0,0.0,0.0,0.0,-2.51,0.9,0.0
20230127:0010,0.0,0.0,0.0,0.0,-2.41,0.9,0.0
20230127:0110,0.0,0.0,0.0,0.0,-2.22,0.9,0.0
20230127:0210,0.0,0.0,0.0,0.0,-2.07,0.97,0.0
20230127:0310,0.0,0.0,0.0,0.0,-1.99,1.1,0.0
20230127:0410,0.0,0.0,0.0,0.0,-1.79,1.17,0.0
20230127:0510,0.0,0.0,0.0,0.0,-1.63,1.24,0.0
20230127:0610,0.0,0.0,0.0,0.0,-1.48,1.24,0.0
20230127:0710,0.0,0.0,0.0,0.0,-1.16,1.79,0.0
20230127:0810,0.0,24.41,0.51,7.74,-0.84,1.93,0.0
20230127:0910,14.17,84.17,1.81,13.77,-0.32,1.86,0.0
20230127:1010,0.0,55.15,1.16,17.95,0.18,2.0,0.0
20230127:1110,0.0,74.14,1.56,19.91,0.59,2.97,0.0
20230127:1210,41.45,142.88,3.14,19.44,0.87,3.1,0.0
20230127:1310,33.47,118.47,2.59,16.59,0.87,3.31,0.0
20230127:1410,29.86,80.59,1.75,11.64,0.84,3.24,0.0
20230127:1510,14.52,27.24,0.59,5.02,0.65,3.66,0.0
20230127:1610,0.0,0.0,0.0,0.0,0.43,3.45,0.0
20230127:1710,0.0,0.0,0.0,0.0,0.28,3.38,0.0
20230127:1810,0.0,0.0,0.0,0.0,0.15,3.52,0.0
20230127:1910,0.0,0.0,0.0,0.0,-0.11,3.45,0.0
20230127:2010,0.0,0.0,0.0,0.0,-0.31,3.38,0.0
20230127:2110,0.0,0.0,0.0,0.0,-0.49,3.31,0.0
20230127:2210,0.0,0.0,0.0,0.0,-0.69,3.1,0.0
20230127:2310,0.0,0.0,0.0,0.0,-0.88,2.83,0.0
20230128:0010,0.0,0.0,0.0,0.0,-1.18,2.34,0.0
20230128:0110,0.0,0.0,0.0,0.0,-1.77,1.93,0.0
20230128:0210,0.0,0.0,0.0,0.0,-2.52,1.79,0.0
20230128:0310,0.0,0.0,0.0,0.0,-3.42,1.79,0.0
20230128:0410,0.0,0.0,0.0,0.0,-4.24,1.72,0.0
20230128:0510,0.0,0.0,0.0,0.0,-4.74,1.52,0.0
20230128:0610,0.0,0.0,0.0,0.0,-4.93,1.24,0.0
20230128:0710,0.0,0.0,0.0,0.0,-5.09,1.31,0.0
20230128:0810,0.0,32.55,0.69,7.94,-3.94,0.9,0.0
20230128:0910,0.0,51.54,1.09,13.99,-3.2,0.83,0.0
20230128:1010,0.0,80.47,1.7,18.2,-3.86,1.17,0.0
20230128:1110,0.0,88.61,1.87,20.17,-1.87,1.72,0.0
20230128:1210,0.0,73.24,1.54,19.71,-1.42,1.79,0.0
20230128:1310,0.0,67.81,1.43,16.85,-1.26,1.52,0.0
20230128:1410,17.61,75.95,1.64,11.9,-1.23,1.24,0.0
20230128:1510,9.28,26.53,0.57,5.27,-1.3,1.1,0.0
20230128:1610,0.0,0.0,0.0,0.0,-2.28,1.17,0.0
20230128:1710,0.0,0.0,0.0,0.0,-3.21,1.1,0.0
20230128:1810,0.0,0.0,0.0,0.0,-4.33,1.38,0.0
20230128:1910,0.0,0.0,0.0,0.0,-5.11,1.59,0.0
20230128:2010,0.0,0.0,0.0,0.0,-6.0,1.72,0.0
20230128:2110,0.0,0.0,0.0,0.0,-6.56,1.79,0.0
20230128:2210,0.0,0.0,0.0,0.0,-7.06,1.86,0.0
20230128:2310,0.0,0.0,0.0,0.0,-7.57,1.93,0.0
20230129:0010,0.0,0.0,0.0,0.0,-7.77,1.93,0.0
20230129:0110,0.0,0.0,0.0,0.0,-8.15,2.07,0.0
20230129:0210,0.0,0.0,0.0,0.0,-7.6,2.0,0.0
20230129:0310,0.0,0.0,0.0,0.0,-7.06,2.07,0.0
20230129:0410,0.0,0.0,0.0,0.0,-7.0,2.07,0.0
20230129:0510,0.0,0.0,0.0,0.0,-6.64,2.14,0.0
20230129:0610,0.0,0.0,0.0,0.0,-5.41,2.21,0.0
20230129:0710,0.0,0.0,0.0,0.0,-3.94,2.41,0.0
20230129:0810,0.0,19.89,0.42,8.15,-2.96,2.55,0.0
20230129:0910,33.12,101.29,2.21,14.22,-2.14,2.48,0.0
20230129:1010,47.11,138.87,3.07,18.44,-1.44,2.83,0.0
20230129:1110,30.98,143.05,3.13,20.43,-0.8,3.38,0.0
20230129:1210,2.39,99.83,2.12,19.98,-0.29,3.59,0.0
20230129:1310,0.0,46.11,0.97,17.12,-0.12,3.72,0.0
20230129:1410,0.0,55.15,1.16,12.16,0.0,3.79,0.0
20230129:1510,0.0,12.66,0.27,5.52,-0.13,3.38,0.0
20230129:1610,0.0,0.0,0.0,0.0,-0.68,3.38,0.0
20230129:1710,0.0,0.0,0.0,0.0,-1.0,3.59,0.0
20230129:1810,0.0,0.0,0.0,0.0,-1.44,3.72,0.0
20230129:1910,0.0,0.0,0.0,0.0,-2.11,4.14,0.0
20230129:2010,0.0,0.0,0.0,0.0,-2.28,4.34,0.0
20230129:2110,0.0,0.0,0.0,0.0,-2.42,4.41,0.0
20230129:2210,0.0,0.0,0.0,0.0,-2.2,4.69,0.0
20230129:2310,0.0,0.0,0.0,0.0,-1.88,5.1,0.0
20230130:0010,0.0,0.0,0.0,0.0,-1.4,5.38,0.0
20230130:0110,0.0,0.0,0.0,0.0,-0.57,5.59,0.0
20230130:0210,0.0,0.0,0.0,0.0,0.03,5.86,0.0
20230130:0310,0.0,0.0,0.0,0.0,0.39,6.07,0.0
20230130:0410,0.0,0.0,0.0,0.0,0.93,6.28,0.0
20230130:0510,0.0,0.0,0.0,0.0,1.37,6.21,0.0
20230130:0610,0.0,0.0,0.0,0.0,1.64,6.21,0.0
20230130:0710,0.0,0.0,0.0,0.0,1.57,6.21,0.0
20230130:0810,0.0,29.84,0.63,8.37,2.0,6.14,0.0
20230130:0910,0.0,65.1,1.37,14.46,2.58,6.21,0.0
20230130:1010,2.45,99.87,2.12,18.7,3.07,6.41,0.0
20230130:1110,0.0,40.69,0.86,20.7,3.44,5.79,0.0
20230130:1210,0.0,27.12,0.57,20.25,3.45,6.34,0.0
20230130:1310,452.5,141.28,5.11,17.4,3.4,7.93,0.0
20230130:1410,0.0,33.45,0.71,12.43,3.76,7.79,0.0
20230130:1510,192.77,54.58,1.37,5.78,3.52,7.38,0.0
20230130:1610,0.0,0.0,0.0,0.0,3.31,7.38,0.0
20230130:1710,0.0,0.0,0.0,0.0,3.15,6.83,0.0
20230130:1810,0.0,0.0,0.0,0.0,2.78,6.14,0.0
20230130:1910,0.0,0.0,0.0,0.0,2.55,6.21,0.0
20230130:2010,0.0,0.0,0.0,0.0,2.42,6.07,0.0
20230130:2110,0.0,0.0,0.0,0.0,2.11,5.93,0.0
20230130:2210,0.0,0.0,0.0,0.0,1.86,5.86,0.0
20230130:2310,0.0,0.0,0.0,0.0,1.72,5.66,0.0
20230131:0010,0.0,0.0,0.0,0.0,1.71,5.31,0.0
20230131:0110,0.0,0.0,0.0,0.0,1.78,4.97,0.0
20230131:0210,0.0,0.0,0.0,0.0,1.55,4.83,0.0
20230131:0310,0.0,0.0,0.0,0.0,1.47,4.97,0.0
20230131:0410,0.0,0.0,0.0,0.0,1.48,4.83,0.0
20230131:0510,0.0,0.0,0.0,0.0,1.6,4.83,0.0
20230131:0610,0.0,0.0,0.0,0.0,1.48,4.69,0.0
20230131:0710,0.0,0.0,0.0,0.0,1.7,4.69,0.0
20230131:0810,70.04,71.13,1.54,8.59,1.74,4.76,0.0
20230131:0910,64.51,117.93,2.63,14.7,2.31,5.1,0.0
20230131:1010,0.0,50.63,1.07,18.96,2.94,5.24,0.0
20230131:1110,0.0,95.84,2.02,20.98,3.06,5.59,0.0
20230131:1210,0.0,66.91,1.41,20.53,2.64,6.0,0.0
20230131:1310,0.0,75.95,1.6,17.67,2.89,6.28,0.0
20230131:1410,0.0,47.92,1.01,12.7,3.13,6.69,0.0
20230131:1510,136.13,56.28,1.28,6.04,3.08,6.28,0.0
20230131:1610,0.0,0.0,0.0,0.0,3.15,6.0,0.0
20230131:1710,0.0,0.0,0.0,0.0,3.41,5.79,0.0
20230131:1810,0.0,0.0,0.0,0.0,3.74,6.07,0.0
20230131:1910,0.0,0.0,0.0,0.0,3.64,5.93,0.0
20230131:2010,0.0,0.0,0.0,0.0,3.76,6.07,0.0
20230131:2110,0.0,0.0,0.0,0.0,3.89,6.62,0.0
20230131:2210,0.0,0.0,0.0,0.0,3.42,6.07,0.0
20230131:2310,0.0,0.0,0.0,0.0,2.95,5.72,0.0
20230201:0010,0.0,0.0,0.0,0.0,2.73,5.52,0.0
20230201:0110,0.0,0.0,0.0,0.0,2.51,5.31,0.0
20230201:0210,0.0,0.0,0.0,0.0,2.29,5.31,0.0
20230201:0310,0.0,0.0,0.0,0.0,2.41,5.52,0.0
20230201:0410,0.0,0.0,0.0,0.0,2.67,5.66,0.0
20230201:0510,0.0,0.0,0.0,0.0,2.55,5.79,0.0
20230201:0610,0.0,0.0,0.0,0.0,2.48,6.0,0.0
20230201:0710,0.0,0.0,0.0,0.0,2.15,6.07,0.0
20230201:0810,109.53,81.92,1.81,8.82,2.14,6.41,0.0
20230201:0910,2.65,71.84,1.52,14.95,2.57,6.83,0.0
20230201:1010,74.51,157.31,3.54,19.23,3.42,6.83,0.0
20230201:1110,101.9,182.92,4.19,21.26,3.89,6.14,0.0
20230201:1210,13.93,132.92,2.86,20.82,4.61,7.03,0.0
20230201:1310,68.02,144.81,3.26,17.96,4.44,6.62,0.0
20230201:1410,0.0,15.37,0.32,12.97,3.22,6.69,0.0
20230201:1510,0.0,6.33,0.13,6.3,3.17,7.45,0.0
20230201:1610,0.0,0.0,0.0,0.0,2.97,6.9,0.0
20230201:1710,0.0,0.0,0.0,0.0,2.61,6.34,0.0
20230201:1810,0.0,0.0,0.0,0.0,2.84,6.41,0.0
20230201:1910,0.0,0.0,0.0,0.0,3.18,6.48,0.0
20230201:2010,0.0,0.0,0.0,0.0,3.07,6.62,0.0
20230201:2110,0.0,0.0,0.0,0.0,2.76,6.62,0.0
20230201:2210,0.0,0.0,0.0,0.0,2.77,6.76,0.0
20230201:2310,0.0,0.0,0.0,0.0,2.6,6.55,0.0
20230202:0010,0.0,0.0,0.0,0.0,2.62,6.55,0.0
20230202:0110,0.0,0.0,0.0,0.0,2.4,6.55,0.0
20230202:0210,0.0,0.0,0.0,0.0,2.45,6.41,0.0
20230202:0310,0.0,0.0,0.0,0.0,2.32,6.14,0.0
20230202:0410,0.0,0.0,0.0,0.0,2.37,5.86,0.0
20230202:0510,0.0,0.0,0.0,0.0,2.35,5.52,0.0
20230202:0610,0.0,0.0,0.0,0.0,2.24,5.03,0.0
20230202:0710,0.0,0.0,0.0,0.0,2.55,4.76,0.0
20230202:0810,16.73,56.81,1.22,9.05,2.69,4.41,0.0
20230202:0910,26.17,105.03,2.29,15.2,3.01,4.07,0.0
20230202:1010,2.38,103.47,2.19,19.5,3.2,4.55,0.0
20230202:1110,64.23,169.93,3.81,21.54,3.23,3.79,0.0
20230202:1210,156.34,192.37,4.59,21.11,3.3,4.0,0.0
20230202:1310,177.72,170.1,4.15,18.24,3.61,4.48,0.0
20230202:1410,124.26,119.42,2.8,13.25,3.6,3.72,0.0
20230202:1510,96.01,58.14,1.28,6.56,3.47,3.45,0.0
